;Fase;Banco;Tipo.de.tronadura;Tipo.Material;M;Dominio.Estructural;Diametro;B;S;Tiempo.entre.Pozos..MS.;TIEMPO.ENTRE.FILAS..MS.;Fc;Tipo.Explosivo;P10;P20;P30;P40;P50;P60;P70;P80;P90;P100;Este;Norte;Cota
637;Stage 4;2915;Tronadura 2;Roca 1;L4;Sureste;12,25;7;7;4;30;467;B;0,8661422;1,2598432;1,6535442;2,2047256;2,9921276;3,7795296;4,724412;5,8267748;7,6771695;11,7322898;59369;89693;2915
638;Stage 4;2930;Tronadura 1;Roca 1;L4;Sureste;10,625;6,5;6,5;4;30;481;K;0,9842525;1,8110246;2,5984266;3,1889781;3,8188997;4,4488213;5,2362233;6,3385861;7,9133901;12,1259908;59269;90361;2930
639;Stage 4;2915;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;534;B;0,5118113;1,2204731;1,574804;2,0472452;2,8346472;3,8582698;4,8425223;5,8661449;7,086618;9,3307137;59103;90404;2915
640;Stage 4;2915;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;455;B;0,9448824;1,3385834;1,7322844;2,2440957;2,8346472;3,7795296;4,724412;5,6299243;6,8897675;10,5905569;59317;89728;2915
641;Stage 4;2915;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;534;B;1,0629927;1,4173236;1,7716545;2,3228359;3,1102379;3,8582698;4,9212625;6,1811057;8,3070911;16,3779616;59085;90384;2915
642;Stage 4;2915;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;455;B;1,181103;1,7716545;2,2834658;2,8346472;3,3464585;4,0944904;4,9606326;5,6299243;7,1259881;9,5669343;59278;89754;2915
643;Stage 2;3515;Tronadura 2;Roca 2;L8;Norte;12,25;13,5;14;4;30;167;F;0,8661422;1,2992133;1,8503947;2,4803163;3,0708678;3,7007894;4,3700811;5,1968532;6,7322871;9,6063044;59352;91815;3515
644;Stage 4;2915;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;514;B;0,5118113;0,6692917;1,2204731;1,6929143;2,2440957;2,9921276;3,8582698;5,2755934;7,2047283;14,4488267;59064;90349;2915
645;Stage 4;2915;Tronadura 1;Roca 1;L4;Noreste;12,25;7;7;4;30;455;B;0,9055123;1,5354339;2,2047256;2,8740173;3,7007894;4,4488213;5,2362233;6,2204758;8,0708705;11,8897702;59358;89747;2915
646;Stage 2;3515;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;245;F;0,3543309;0,5511814;0,787402;1,2992133;1,8897648;2,4803163;3,2677183;4,1338605;4,9212625;6,7716572;59563;91812;3515
647;Stage 4;2915;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;514;B;0,9448824;1,6535442;2,4409462;3,1102379;3,7401595;4,2126007;4,6850419;5,6692944;6,6141768;9,8031549;59096;90331;2915
648;Stage 4;2915;Tronadura 1;Roca 1;L4;Noreste;12,25;7;7;4;30;455;B;0,5118113;0,8267721;1,2992133;1,8110246;2,4803163;3,3464585;4,4094512;5,6299243;6,6141768;12,0078805;59307;89776;2915
649;Stage 2;3515;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;245;F;0,4724412;0,7480319;1,181103;1,8897648;2,362206;2,8740173;3,2677183;3,93701;4,7637821;6,1811057;59568;91829;3515
650;Stage 4;2915;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;514;B;0,5118113;1,1417329;1,574804;2,1259854;2,755907;3,543309;4,3700811;5,6299243;7,086618;12,1653609;59070;90291;2915
651;Stage 4;2915;Tronadura 1;Roca 1;L4;Noreste;12,25;7;7;4;30;455;B;0,5118113;1,0629927;1,3779535;1,8110246;2,2834658;2,9527575;3,8976399;5,511814;6,9685077;10,7874074;59287;89798;2915
652;Stage 2;3515;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;245;F;0,4330711;0,7086618;1,0236226;1,4960638;2,0078751;2,4015761;3,0314977;3,8188997;4,6850419;7,3228386;59529;91888;3515
653;Stage 4;2915;Tronadura 2;Roca 1;L4;Sureste;12,25;7;7;4;30;538;B;0,9448824;1,3385834;1,8110246;2,3228359;3,0708678;3,6614193;4,4488213;5,6299243;6,9291376;13,4252041;59298;89815;2915
654;Stage 2;3515;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;245;F;0,6299216;1,2992133;1,6929143;2,0866153;2,4015761;2,7952771;3,2677183;3,7007894;4,2913409;6,0629954;59546;91911;3515
655;Stage 4;2915;Tronadura 2;Roca 1;L4;Sureste;12,25;7;7;4;30;495;B;0,51;0,98;1,38;1,81;2,44;3,35;4,49;5,94;8,7;16,89;59272;89825;2915
656;Stage 4;2915;Tronadura 2;Roca 1;L4;Sureste;12,25;7;7;4;30;495;B;0,87;1,18;1,54;1,89;2,35;3,31;4,6;5,9;7,76;13,19;59333;89841;2915
657;Stage 4;2930;Tronadura 2;Roca 1;L4;Sureste;12,25;7;7;4;30;673;B;0,67;0,98;1,34;1,81;2,48;3,54;4,76;6,34;8,7;15,94;59096;90090;2930
658;Stage 4;2930;Tronadura 1;Roca 1;L4;Sureste;12,25;7;7;4;30;673;B;0,51;0,63;0,83;1,14;1,54;2,24;3,58;5,43;7,24;12,91;59055;90089;2930
659;Stage 4;2930;Tronadura 1;Roca 1;L4;Sureste;12,25;7;7;4;30;673;B;0,67;1,02;1,42;2,09;3,03;4,06;5,04;5,98;7,95;13,94;59087;90051;2930
660;Stage 4;2915;Tronadura 1;Roca 1;L4;Sureste;12,25;7;7;4;30;495;B;0,55;0,91;1,26;1,69;2,28;3,15;4,21;5,79;6,89;14,21;59364;89853;2915
661;Stage 4;2900;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;493;B;0,71;1,1;1,57;2,2;3,19;4,13;5,28;6,46;8,03;12,91;59074;90522;2900
662;Stage 2;3515;Tronadura 1;Roca 2;L8;Norte;12,25;13,5;14;4;30;167;F;0,63;0,91;1,14;1,42;1,73;2,4;3,54;4,84;6,54;9,45;59259;91752;3515
663;Stage 2;3515;Tronadura 1;Roca 2;L8;Norte;12,25;13,5;14;4;30;167;F;0,71;0,94;1,19;1,38;1,65;2,17;2,83;3,78;5,43;11,14;59216;91730;3515
664;Stage 4;2900;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;493;B;0,59;0,98;1,57;2,4;3,62;4,61;5,43;6,3;7,8;14,09;59027;90539;2915
665;Stage 4;2900;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;493;B;0,47;0,83;1,34;2,17;3,03;4,06;5,04;6,1;7,36;11,73;59063;90581;2900
666;Stage 4;2915;Tronadura 2;Roca 1;L4;Sureste;12,25;7;7;4;30;495;B;0,43;0,91;1,26;1,89;2,52;3,31;4,02;5,75;8,19;15,2;59295;89864;2915
667;Stage 4;2930;Tronadura 1;Roca 1;L4;Sureste;12,25;7;7;4;30;673;B;0,4;0,75;1,14;1,77;2,48;3,23;4,29;5,63;7,24;11,38;59066;90008;2930
668;Stage 4;2900;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;493;B;0,63;1,06;1,61;2,28;3,03;3,86;4,84;5,91;9,41;22,13;59071;90607;2900
669;Stage 4;2915;Tronadura 2;Roca 1;L4;Sureste;12,25;7;7;4;30;495;B;0,79;1,14;1,5;1,97;2,72;3,66;4,53;6,06;8,03;11,979;59357;89888;2915
670;Stage 4;2900;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;493;B;0,8267721;1,7322844;2,5196864;2,9921276;3,5826791;4,0944904;4,6456718;5,4;6,4960665;8,9763828;59072;90635;2900
671;Stage 4;2930;Tronadura 1;Roca 1;L4;Sureste;12,25;7;7;4;30;673;B;0,9842525;1,3779535;1,8503947;2,5590565;3,149608;3,6614193;4,4094512;5,2362233;6,4960665;10,1574858;59064;90000;2930
672;Stage 4;2900;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;493;B;0,9055123;1,2204731;1,4960638;1,8503947;2,3228359;3,1889781;4,1732306;5,9842552;9,7244147;14,1338659;59053,11;90671,89;2900
673;Stage 2;3515;Tronadura 1;Roca 2;L8;Norte;12,25;13,5;14;4;30;167;F;0,6692917;1,181103;1,8897648;2,362206;2,8346472;3,2283482;3,8188997;4,330711;5,118113;7,0078778;59290,88;91805,47;3515
674;Stage 4;2900;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;493;B;0,7086618;1,0629927;1,3779535;1,7716545;2,2834658;2,8740173;3,7795296;5,0000027;6,0236253;11,7716599;58993,92;90642,83;2900
675;Stage 2;3515;Tronadura 1;Roca 2;L8;Norte;12,25;13,5;14;4;30;167;F;0,6299216;0,8661422;1,1417329;1,4960638;1,8897648;2,362206;2,8740173;3,6614193;4,2913409;6,299216;59213,7;91789,68;3515
676;Stage 2;3500;Tronadura 2;Roca 2;L8;Norte;12,25;10,5;10,5;4;30;174;J;0,6299216;0,8661422;1,1023628;1,3779535;1,8110246;2,2834658;2,8346472;3,5039389;4,724412;8,3464612;59409,57;91668,89;3500
677;Stage 4;2900;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;493;B;0,7480319;1,1417329;1,574804;2,1653555;2,755907;3,3464585;3,8188997;4,5669316;5,4330738;8,4645715;58961,79;90635,47;2900
678;Stage 2;3515;Tronadura 1;Roca 2;L8;Norte;12,25;13,5;14;4;30;167;F;0,7086618;1,3779535;2,2047256;2,755907;3,3070884;3,8188997;4,4488213;5,2362233;7,5590592;9,2519735;59329,93;91807,13;3515
679;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;174;J;0,6692917;0,9448824;1,3385834;1,9291349;2,6771668;3,2677183;4,1338605;4,8818924;6,0236253;11,6535496;59445,59;91586,73;3500
680;Stage 4;2900;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;493;B;1,0236226;1,4173236;1,8503947;2,362206;2,9133874;3,4645688;4,3700811;5,7874047;7,87402;11,2204785;59027,8;90549,46;2908
681;Stage 2;3515;Tronadura 1;Roca 2;L8;Norte;12,25;8;8;17;120;209;F;0,7480319;1,0629927;1,4173236;1,8503947;2,4409462;2,9133874;3,4645688;4,1732306;5,5511841;9,4881941;59390;91879,51;3522
682;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;174;J;0,7086618;1,0236226;1,4566937;2,0866153;2,7165369;3,2677183;3,8188997;4,6063017;5,7480346;7,5984293;59421,3;91597,61;3500
683;Stage 4;2900;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;493;B;1,0236226;1,4173236;1,7716545;2,2440957;2,7952771;3,4645688;4,1338605;5,0393728;7,3622087;11,417329;58957,65;90655,27;2900
684;Stage 2;3515;Tronadura 1;Roca 2;L8;Norte;12,25;8;8;17;120;209;F;0,5511814;0,787402;1,0236226;1,4566937;1,8897648;2,362206;2,9527575;3,8582698;4,9606326;7,6377994;59342;91848;3515
685;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;174;J;0,5905515;0,9842525;1,6929143;2,2440957;2,6771668;2,9921276;3,4645688;4,0551203;4,7637821;7,5196891;59417;91619,6;3500
686;Stage 4;2900;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;504;B;0,8267721;1,4173236;1,9291349;2,4803163;3,0708678;3,6614193;4,330711;5,2755934;6,6141768;10,6692971;58996,56;90702,16;2900
687;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;174;J;0,5905515;1,0236226;1,6535442;2,4409462;2,9527575;3,4645688;4,0944904;4,724412;6,8503974;9,9212652;59451,34;91647,44;3500
688;Stage 4;2900;Tronadura 1;Roca 1;L4;Norte;12,25;7;7;4;30;498;B;0,55;0,94;1,46;2,17;3,03;3,9;4,76;5,83;7,64;11,85;58925;90693;2900
689;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;174;J;0,71;0,91;1,06;1,26;1,46;1,73;2,32;3,82;5,75;10;59428;91673;3500
690;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;174;J;0,6;0,75;0,91;1,14;1,53;2,09;3,31;4,57;6,02;12,36;59370;91655;3500
691;Stage 4;2900;Tronadura 1;Roca 1;L4;Norte;12,25;7;7;4;30;498;B;0,47;0,79;1,18;1,69;2,48;3,43;4,41;5,83;7,6;13,23;58886,22;90684,3;2900
692;Stage 2;3515;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;251;F;0,75;1,02;1,26;1,54;2,09;3,03;3,9;5,04;6,73;12,72;59250;91533;3500
693;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;174;J;0,71;1,06;1,46;1,85;2,44;3,19;3,94;4,96;6,5;11,97;59439;91698;3500
694;Stage 4;2900;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;504;B;0,55;0,91;1,23;1,69;2,36;3,31;4,33;5,67;7,6;15,63;59046;90721;2900
695;Stage 4;2900;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;504;B;0,63;1,02;1,46;2,13;2,95;3,98;4,84;5,98;8,07;16,57;59058;90735;2900
696;Stage 4;2900;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;504;B;0,51;0,87;1,26;1,89;2,72;3,62;4,69;5,83;7,4;15,16;58984;90713;2900
697;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;212;B;0,16;0,55;0,83;1,26;2,01;3,11;3,94;4,96;7,2;13,62;59480;91755;3500
698;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;212;B;0,75;1,1;1,42;1,77;2,32;2,91;3,86;4,84;6,46;12,68;59498;91699;3500
699;Stage 4;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;212;B;0,79;1,06;1,34;1,61;2,05;2,72;3,58;4,88;7,99;19,29;59520;91778;3500
700;Stage 4;2900;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;504;B;0,75;1,1;1,46;1,85;2,48;3,35;4,29;5,59;7,91;14,92;58996;90757;2900
701;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;212;B;0,35;0,67;0,98;1,38;2,01;2,76;3,66;4,8;6,57;12,24;59546;91800;3500
702;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;212;B;0,43;0,87;1,26;2,05;2,91;3,7;4,53;5,31;6,77;12,05;59558;91759;3500
703;Stage 2;3515;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;251;F;0,6299216;1,2598432;1,6535442;2,0472452;2,3228359;2,7165369;3,1889781;3,8976399;4,8425223;6,7322871;59137;91529;3515
704;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;212;B;1,0236226;1,8110246;2,362206;2,8740173;3,2677183;3,7795296;4,2913409;5,0393728;5,8267748;9,3307137;59533;91736;3500
705;Stage 4;2900;Tronadura 1;Roca 1;L4;Norte;12,25;7;7;4;30;498;B;0,7480319;1,1417329;1,4960638;1,968505;2,6771668;3,5039389;4,4488213;5,6692944;8,0708705;13,9763855;58877;90706;2900
706;Stage 2;3515;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;9;94;230;E;0,6299216;1,0236226;1,4173236;1,8110246;2,2047256;2,5984266;3,3464585;4,0551203;5,905515;9,0944931;59165;91587;3515
707;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;174;J;0,787402;1,5354339;2,0472452;2,5590565;3,0708678;3,3858286;4,0551203;5,0000027;5,7480346;8,4252014;59489;91637;3500
708;Stage 2;3515;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;17;120;237;F;0,6299216;1,2992133;1,8110246;2,1653555;2,5196864;2,8740173;3,2677183;3,7795296;5,0787429;7,2047283;59153;91647;3515
709;Stage 2;3500;Tronadura 2;Roca 2;L8;Norte;12,25;10,5;10,5;4;30;174;J;0,9055123;1,7716545;2,4015761;2,8740173;3,3070884;3,8582698;4,4881914;5,0000027;6,1417356;8,7401622;59362;91676;3500
710;Stage 4;2900;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;493;B;0,6692917;1,3779535;2,2047256;2,8346472;3,6220492;4,2519708;5,0393728;6,1417356;7,4409489;11,1811084;58986;90602;2900
711;Stage 2;3515;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;17;120;237;F;0,7086618;1,0629927;1,4960638;1,9291349;2,362206;2,7952771;3,3070884;4,0944904;5,1968532;10,0787456;59137;91644;3515
712;Stage 2;3515;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;17;120;168;F;0,7086618;1,0236226;1,3779535;1,8503947;2,4803163;2,9921276;3,5826791;4,2913409;6,1417356;9,2913436;59597;91872;3515
713;Stage 2;3500;Tronadura 2;Roca 2;L8;Norte;12,25;10,5;10,5;17;120;178;F;0,787402;1,0629927;1,3385834;1,7322844;2,362206;3,149608;3,93701;5,0393728;6,8110273;12,6771722;59393;91711;3500
714;Stage 4;2915;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;473;B;0,787402;1,6929143;2,3228359;2,9133874;3,5039389;4,2519708;5,0787429;6,0236253;7,0078778;9,6850446;59080;90226;2915
715;Stage 4;2915;Tronadura 2;Roca 1;L4;Sureste;12,25;7;7;4;30;448;B;0,5511814;1,2204731;1,9291349;2,362206;2,9133874;3,7007894;4,330711;5,1968532;7,0078778;8,8582725;59273;89914;2915
716;Stage 2;3515;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;17;120;237;F;0,5905515;1,4566937;1,8897648;2,1653555;2,362206;2,6377967;2,8740173;3,2677183;3,93701;5,6299243;59125;91697;3515
717;Stage 2;3500;Tronadura 2;Roca 2;L8;Norte;12,25;10,5;10,5;17;120;178;F;0,6299216;1,5354339;2,0866153;2,4409462;2,8346472;3,2677183;3,5826791;4,0157502;4,6850419;6,3385861;59364;91738;3500
718;Stage 4;2915;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;473;B;1,0236226;1,4566937;1,9291349;2,4803163;3,0708678;3,6614193;4,330711;5,1574831;6,3779562;8,6220519;59094;90212;2915
719;Stage 2;3500;Tronadura 2;Roca 2;L8;Norte;12,25;10,5;10,5;17;120;178;F;0,7086618;1,0629927;1,4566937;1,8897648;2,3228359;2,9133874;3,543309;4,6850419;6,692917;8,9370127;59395,78;91773,64;3500
720;Stage 4;2915;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;473;B;0,8267721;1,4173236;1,968505;2,5590565;3,1889781;3,8976399;4,6063017;5,7480346;6,9291376;11,9291403;59078,21;90187,07;2915
721;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;212;B;0,16;0,51;0,97;1,42;2,17;3,15;4,13;5,31;7,44;14,06;59470;91775;3500
722;Stage 2;3515;Tronadura 2;Roca 1;L3;Norte;12,25;8;8,5;4;30;312;K;0,55;0,75;0,91;1,06;1,3;1,69;2,52;4,41;6,42;11,69;59103;91514;3515
723;Stage 4;2915;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;534;B;0,31;0,67;1,06;1,57;2,44;3,43;4,49;5,79;7,83;11,72;59134;90415;2915
724;Stage 4;2915;Tronadura 1;Roca 1;L4;Sureste;12,25;7;7;4;30;448;B;0,63;0,94;1,34;1,85;2,52;3,58;4,57;5,98;7,72;18,11;59351;89919;2915
725;Stage 4;2915;Tronadura 2;Roca 1;L4;Sureste;12,25;7;7;4;30;448;B;0,55;0,91;1,3;1,77;2,48;3,39;4,37;5,55;7,28;14,29;59313;89912;2915
726;Stage 2;3515;Tronadura 2;Roca 1;L3;Norte;12,25;8;8,5;4;30;312;K;0,67;0,91;1,14;1,38;1,69;2,28;3,23;4,25;5,59;11,89;59081;91505;3515
727;Stage 4;2915;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;534;B;0,2;0,51;0,98;1,61;2,6;3,62;4,57;6,06;9,02;18,03;59216;90400;2924
728;Stage 4;2915;Tronadura 2;Roca 1;L4;Sureste;12,25;7;7;4;30;448;B;0,75;1,1;1,42;1,85;2,48;3,27;4,25;5,83;8,31;12,99;59325;89929;2915
729;Stage 2;3515;Tronadura 2;Roca 1;L3;Norte;12,25;8;8,5;4;30;312;K;0,75;0,94;1,18;1,38;1,79;2,09;2,72;3,66;4,8;8,03;59063;91499;3515
730;Stage 2;3515;Tronadura 2;Roca 1;L3;Norte;12,25;8;8,5;4;30;312;K;0,71;0,96;1,14;1,42;1,65;2,13;2,99;4,25;6,81;16,89;59045;91492;3515
731;Stage 4;2915;Tronadura 1;Roca 1;L4;Noreste;12,25;7;7;4;30;534;B;0,28;0,55;1,02;2,28;3,39;4,21;4,96;6,02;7,52;9,53;59209;90352;2915
732;Stage 4;2915;Tronadura 2;Roca 1;L4;Sureste;12,25;7;7;4;30;448;B;0,71;1,1;1,5;2,01;2,8;3,66;4,69;5,63;7,32;13,98;59311;89953;2915
733;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;17;120;178;F;0,91;1,22;1,54;1,93;2,56;3,43;4,41;5,83;8,19;12,2;59416;91788;3500
734;Stage 2;3515;Tronadura 2;Roca 2;L8;Norte;12,25;8;8,5;4;30;312;K;0,71;1,02;1,3;1,69;2,17;2,68;3,19;3,94;4,72;7,99;59008;91494;3515
735;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;17;120;178;F;0,7480319;1,0236226;1,2992133;1,6535442;2,1259854;2,755907;3,4645688;4,2126007;5,5511841;9,6063044;59457;91808;3500
736;Stage 2;3515;Tronadura 2;Roca 2;L1;Norte;12,25;8;8,5;4;30;312;K;0,6692917;1,5354339;2,0472452;2,4409462;2,8346472;3,2677183;3,7007894;4,2126007;5,0393728;6,299216;58998;91501;3515
737;Stage 2;3515;Tronadura 1;Roca 2;L8;Norte;12,25;13,5;14;4;30;167;F;0,9448824;1,3779535;1,8897648;2,4803163;3,0314977;3,5826791;4,0944904;4,8031522;5,8661449;9,4094539;59186;91775;3515
738;Stage 4;2915;Tronadura 1;Roca 1;L4;Noreste;12,25;7;7;4;30;534;B;1,0629927;1,574804;2,1259854;2,755907;3,3070884;3,8582698;4,4881914;5,4330738;7,2440984;10,9842579;59182;90295;2915
739;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;17;120;178;F;0,7480319;1,1023628;1,5354339;2,0866153;2,7165369;3,149608;3,6614193;4,6456718;5,511814;7,2047283;59432;91809;3500
740;Stage 4;2915;Tronadura 1;Roca 1;L4;Noreste;12,25;7;7;4;30;534;B;0,7086618;1,574804;2,2047256;2,7165369;3,149608;3,7007894;4,1732306;5,118113;7,2440984;9,6456745;59169,96;90276;2915
741;Stage 4;2900;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;496;B;0,8267721;1,7322844;2,2440957;2,7165369;3,2677183;3,9763801;4,8425223;6,0236253;7,5196891;13,2283536;59106;90498,81;2900
742;Stage 4;2915;Tronadura 1;Roca 1;L4;Noreste;12,25;7;7;4;30;534;B;0,787402;1,2992133;1,968505;2,5590565;3,149608;3,7401595;4,5275615;5,5511841;6,8897675;11,4566991;59143;90258;2915
743;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;17;120;178;F;0,6692917;1,1023628;1,5354339;1,8897648;2,4015761;2,9133874;3,3858286;3,93701;6,0629954;8,4252014;59417;91835;3500
744;Stage 2;3515;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;17;120;237;F;0,6299216;1,181103;1,6535442;2,1259854;2,4409462;2,8346472;3,2283482;3,7007894;4,4094512;6,1023655;59078;91674;3515
745;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;17;120;178;F;0,5905515;1,181103;1,968505;2,4409462;2,9527575;3,5039389;4,0944904;4,5669316;6,1811057;9,1732333;59337;91736;3500
746;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;17;120;178;F;0,4724412;1,2598432;1,6929143;2,0472452;2,5196864;2,8346472;3,4645688;4,6456718;5,0393728;7,086618;59483;91879,6;3500
747;Stage 2;3515;Tronadura 2;Roca 2;L7;Norte;12,25;8;8,5;4;30;312;K;0,787402;1,574804;2,2047256;2,6377967;2,9921276;3,4251987;3,8188997;4,2913409;5,4724439;7,3228386;58954;91479;3515
748;Stage 4;2915;Tronadura 2;Roca 1;L4;Noreste;12,25;7;7;4;30;473;B;0,9448824;1,4566937;1,968505;2,5196864;2,9921276;3,6220492;4,2913409;5,118113;6,2204758;8,4252014;59145,5;90237,21;2915
749;Stage 4;2900;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;496;B;1,0629927;1,7322844;2,362206;3,1102379;3,8976399;4,4881914;5,1968532;6,0629954;7,9133901;16,9685131;59052,4;90469,9;2900
750;Stage 4;2915;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;534;B;1,181103;1,574804;2,0866153;2,5590565;3,1102379;3,7007894;4,4488213;5,3937037;6,5354366;10,5511868;59178,48;90476,27;2915
751;Stage 4;2900;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;496;B;1,0236226;1,4960638;1,8897648;2,4409462;3,0708678;3,5826791;4,3700811;5,1968532;6,7716572;10,2755961;59039,19;90498,58;2900
752;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;169;E;0,5905515;1,1023628;1,4173236;1,7322844;2,0472452;2,4015761;2,9133874;3,4645688;4,4881914;5,9448851;59349,4;91594,51;3500
753;Stage 2;3515;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;202;J;0,63;1,06;1,73;2,24;2,68;3,15;3,74;4,75;5,51;12,64;59289,4;91652,4;3515
754;Stage 2;3500;Tronadura 2;Roca 2;L8;Norte;12,25;10,5;10,5;4;30;169;F;0,47;0,75;1,14;1,69;2,13;2,68;3,19;3,78;4,89;6,57;59278,9;91615,7;3500
755;Stage 2;3515;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;202;J;0,63;1,06;1,89;2,4;2,87;3,43;3,98;4,72;6,22;10,59;59006,2;91631,7;3515
756;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;169;F;0,55;0,91;1,57;2,24;2,83;3,31;3,86;4,53;6,14;10,94;59027,3;91589,1;3500
757;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;169;F;0,47;0,79;1,54;2,01;2,48;3,03;3,82;4,61;5,87;9,53;59224,9;91627,8;3500
758;Stage 2;3515;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;202;J;0,43;0,75;1,22;1,93;2,52;2,95;3,58;4,49;5,75;12,48;58984,3;91641;3515
759;Stage 4;2900;Tronadura 2;Roca 1;L4;Norte;12,25;7;7;4;30;474;B;0,87;1,93;2,6;3,19;3,74;4,21;4,92;5,87;6,93;9,53;59113,7;90688,1;2900
760;Stage 2;3500;Tronadura 2;Roca 2;L1;Norte;12,25;10,5;10,5;4;30;169;F;0,55;0,91;1,5;1,97;2,44;2,91;3,58;4,33;5,28;8,27;59216,4;91614,8;3500
